row ID,Cluster,SlogP,SMR,LabuteASA,TPSA,AMW,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3
Row0,Non-binders,2.712,62.5552,98.4816169,66.03,226.235,1,3,1,4,17,27,0,0,2,2,0,0,1,0,0,1,0,0,0.076923077,9.227811792,5.066916086,3.501973239,2.399162356,1.499790121,5.066916086,3.501973239,2.399162356,1.499790121,-2.54,10.96072883,4.537552984,2.182451009
Row1,Non-binders,1.70312,65.7055,104.781144,56.49,245.282,0,5,0,5,18,33,0,0,3,2,0,1,2,0,0,0,0,1,0.461538462,10.56391476,6.164904577,4.614804198,3.553854268,2.640236247,6.164904577,4.614804198,3.553854268,2.640236247,-1.91,11.19585822,4.082190013,1.50216685
Row2,Non-binders,2.49032,69.62,105.5811818,62.32,247.294,2,3,0,4,18,35,0,0,2,2,0,0,1,0,0,1,0,0,0.357142857,10.99576098,5.77813725,4.935961589,3.091145163,2.183223862,5.77813725,4.935961589,3.091145163,2.183223862,-1.81,12.6418503,4.137177457,1.993579012
Row3,Non-binders,2.3193,65.6052,101.8607312,54.88,233.315,1,3,1,4,17,36,0,0,2,1,1,1,1,0,0,0,1,1,0.615384615,10.06182403,6.429507796,4.606155256,3.236204037,2.276162833,6.429507796,4.606155256,3.236204037,2.276162833,-1.45,12.01877995,6.325836042,3.80230939
Row4,Non-binders,1.2721,52.0855,81.55831171,66.4,193.202,2,2,1,4,14,25,0,0,1,1,0,0,0,0,0,1,0,0,0.2,7.780218034,4.160329074,2.948624881,1.629654247,1.083813687,4.160329074,2.948624881,1.629654247,1.083813687,-1.84,10.24223684,4.4113234,3.264389276
Row5,Non-binders,1.0525,63.187,102.8736602,92.7,249.222,2,4,1,6,18,29,0,0,1,1,0,0,0,0,0,1,0,0,0.083333333,9.544308372,4.936385541,3.197987177,1.967527677,1.201447096,4.936385541,3.197987177,1.967527677,1.201447096,-2.63,13.43506181,6.190668155,3.74587587
Row6,Non-binders,1.8184,59.876,102.2040644,92.68,249.222,2,4,1,6,18,29,1,1,2,2,0,0,2,0,0,0,0,0,0.166666667,9.328765423,5.261343452,3.616631256,2.315663736,1.524050568,5.261343452,3.616631256,2.315663736,1.524050568,-2.5,11.97015611,5.22,2.789256198
Row7,Non-binders,1.96922,52.1604,76.93903886,46.38,180.207,0,3,0,4,13,25,0,0,1,1,0,0,0,0,0,1,0,0,0.333333333,7.942974579,3.94482303,3.122326546,1.873000537,1.254979409,3.94482303,3.122326546,1.873000537,1.254979409,-1.58,9.507565674,3.429440079,1.958815134
Row8,Non-binders,2.02672,58.53,91.44930025,56.51,218.208,0,4,0,4,16,26,0,0,2,2,0,0,1,0,0,1,0,0,0.166666667,8.942394239,4.790129012,3.500057364,2.18440426,1.534696681,4.790129012,3.500057364,2.18440426,1.534696681,-2.1,10.41889555,3.808863452,1.953868797
Row9,Non-binders,3.4108,64.0167,97.59983094,24.39,232.233,1,2,0,4,17,27,0,0,2,2,0,0,0,0,0,2,0,0,0,8.899294964,5.041179705,3.431900861,2.101892696,1.288219656,5.041179705,3.431900861,2.101892696,1.288219656,-2.23,11.26120823,5.20526377,3.376202619
Row10,Non-binders,0.684,54.4628,76.96679185,76.76,176.223,2,2,0,4,13,25,0,0,1,1,0,0,0,0,0,1,0,0,0.111111111,7.435879075,3.885247467,2.576301157,1.507033702,0.869825172,3.885247467,2.576301157,1.507033702,0.869825172,-1.84,9.249605735,4.251656293,2.943578505
Row11,Non-binders,1.6832,67.5418,104.0868326,66.32,243.266,1,4,0,5,18,31,1,1,3,2,1,1,1,1,1,1,0,0,0.307692308,9.782524631,5.963649466,4.40408308,3.331706995,2.496427849,5.963649466,4.40408308,3.331706995,2.496427849,-2.17,10.95117025,4.25144631,1.678309509
Row12,Non-binders,2.7345,63.1077,98.25055932,59.31,229.235,1,3,1,4,17,28,0,0,2,2,0,0,1,0,0,1,0,0,0.076923077,9.266196756,5.124783702,3.568416376,2.271933509,1.416393043,5.124783702,3.568416376,2.271933509,1.416393043,-2.36,11.13515636,4.65365309,2.604065417
Row13,Non-binders,0.47782,52.8417,81.18581706,55.11,187.206,1,5,0,5,14,23,0,0,2,2,0,0,2,0,0,0,0,0,0.222222222,7.728011971,4.157563953,2.812283242,1.751472432,1.198109225,4.157563953,2.812283242,1.751472432,1.198109225,-2.09,8.505674877,3.34026473,1.376163105
Row14,Non-binders,1.4623,67.708,97.39515659,18.84,217.316,0,3,0,3,16,35,0,0,2,1,0,1,0,0,1,1,0,0,0.461538462,10.05681926,5.778167875,4.298794591,2.819205227,2.015513469,5.778167875,4.298794591,2.819205227,2.015513469,-1.51,10.98979141,5.012482964,2.537831741
Row15,Non-binders,2.18742,62.7787,88.81857723,24.39,206.314,1,3,0,3,14,28,0,0,2,1,0,1,0,0,1,1,0,0,0.363636364,9.102679887,5.796706389,4.458108664,3.083390748,2.05841666,4.81110783,3.374486908,2.149818392,1.325688267,-0.96,9.589508527,4.509117654,2.513882809
Row16,Non-binders,1.532,62.2915,101.5106552,78.13,245.238,1,5,0,6,18,29,0,0,4,3,0,1,2,0,0,1,0,1,0.333333333,9.588478626,6.009940132,4.700026189,3.754602537,2.934729802,6.009940132,4.700026189,3.754602537,2.934729802,-2.24,9.755808348,3.155421436,1.024638754
Row17,Non-binders,2.3751,59.4653,89.33081417,40.54,205.257,1,2,0,3,15,30,0,0,2,1,1,1,0,1,1,1,0,0,0.416666667,8.647610464,5.355160478,3.89973492,2.835465988,1.966932088,5.355160478,3.89973492,2.835465988,1.966932088,-1.51,10.02305366,4.340890367,2.291584333
Row18,Non-binders,1.3635,52.6127,77.91511519,37.28,175.235,1,3,0,3,13,26,0,0,2,1,0,1,1,0,1,0,0,0,0.4,7.532255393,4.610909451,3.146794995,2.093719255,1.390649014,4.610909451,3.146794995,2.093719255,1.390649014,-1.38,8.228798953,4.028214624,2.276038977
Row19,Non-binders,1.3413,64.0932,96.1107828,58.2,240.328,2,3,0,5,16,32,0,0,2,1,0,1,0,0,1,1,0,0,0.454545455,10.26485609,6.863261197,5.985698878,4.148517379,3.092350486,5.38009795,4.271718522,2.492275304,1.815469668,-1.07,11.41643449,4.066893213,2.198783883
Row20,Non-binders,0.8813,49.5268,79.98760335,86.63,195.174,3,3,0,5,14,23,0,0,1,1,0,0,0,0,0,1,0,0,0.111111111,7.22743163,3.889918936,2.59802828,1.587537951,0.994600929,3.889918936,2.59802828,1.587537951,0.994600929,-2.04,10.04361204,4.268383741,2.478921037
Row21,Non-binders,2.19092,55.23,81.00391969,30.19,183.214,0,3,0,3,14,23,0,0,3,3,0,0,2,0,0,1,0,0,0.090909091,7.805742402,4.55606786,3.33297174,2.439504366,1.780823487,4.55606786,3.33297174,2.439504366,1.780823487,-1.9,7.498822997,2.543318883,0.864735683
Row22,Non-binders,2.48992,54.3157,80.16244607,32.86,193.633,1,1,0,3,13,21,0,0,2,2,0,0,1,0,0,1,0,0,0.1,7.851542786,4.336454996,3.442942546,2.161609486,1.529754667,3.958490523,3.006506766,1.926512383,1.357651643,-1.28,8.324208694,2.890118343,1.448766469
Row23,Non-binders,2.70814,68.2443,103.859873,67.51,246.262,1,4,0,4,18,32,0,0,2,2,0,0,1,0,0,1,0,0,0.285714286,10.53376579,5.755464089,4.299596441,3.067591686,2.001813946,5.755464089,4.299596441,3.067591686,2.001813946,-2.1,12.35936767,4.291571384,1.794755627
Row24,Non-binders,2.33064,71.1647,103.8884496,50.68,239.278,1,3,0,4,18,31,0,0,3,3,0,0,2,0,0,1,0,0,0.142857143,10.2667771,5.808895368,4.360749756,3.132647089,2.264491868,5.808895368,4.360749756,3.132647089,2.264491868,-2.36,10.77262992,3.837968239,1.459601439
Row25,Non-binders,1.0246,44.3512,74.67195245,68.54,183.163,1,4,1,5,13,22,0,0,1,1,0,0,1,0,0,0,0,0,0.25,7.2876937,3.589552619,2.336664788,1.291806692,0.788856272,3.589552619,2.336664788,1.291806692,0.788856272,-1.78,9.30912656,3.750450459,2.328778788
Row26,Non-binders,2.797,52.478,81.23105951,25.78,190.633,0,2,0,3,13,20,0,0,2,2,0,0,1,0,0,1,0,0,0,7.569772494,4.27457502,2.919796518,1.977409639,1.324958409,3.896610547,2.561783431,1.700813088,1.110710843,-1.41,8.200189637,3.538672755,1.676397495
Row27,Non-binders,2.9223,53.558,86.34460474,35.01,206.632,0,3,0,4,14,21,0,0,2,2,0,0,1,0,0,1,0,0,0,7.978020785,4.426840247,3.02723789,1.782400771,1.154292709,4.048875774,2.590802109,1.547303668,0.974015793,-1.61,8.965150829,4.065890283,2.203496071
Row28,Non-binders,2.4863,63.2035,96.48611263,33.2,218.3,0,2,1,3,16,34,0,0,2,1,1,1,1,0,0,0,1,1,0.538461538,9.724960733,5.960054725,4.443780374,3.370033993,2.332285917,5.960054725,4.443780374,3.370033993,2.332285917,-1.38,11.1157694,5.101742039,2.40467013
Row29,Non-binders,2.0266,47.2601,70.36412525,55.17,166.18,1,3,0,4,12,22,0,0,1,1,0,0,0,0,0,1,0,0,0.25,6.780218034,3.720782546,2.334313895,1.459024062,0.905121533,3.720782546,2.334313895,1.459024062,0.905121533,-1.58,8.51596929,3.708258955,1.949625312
Row30,Non-binders,1.11718,55.3714,87.21450565,70.12,199.213,1,3,1,4,15,24,0,0,2,1,0,1,0,0,1,1,0,0,0.090909091,7.973883878,4.505016855,3.217071795,2.276846868,1.547092596,4.505016855,3.217071795,2.276846868,1.547092596,-2.28,9.28184073,3.463405651,1.441032215
Row31,Non-binders,1.21162,64.623,104.5717118,69.9,246.27,0,6,0,6,18,32,0,0,2,2,0,0,1,0,0,1,0,0,0.333333333,10.3289656,5.604858538,3.901099763,2.50620585,1.44949523,5.604858538,3.901099763,2.50620585,1.44949523,-2.24,12.2230869,5.394841751,2.907239824
Row32,Non-binders,3.12562,66.6262,103.1006066,29.1,249.31,1,2,1,4,17,29,0,0,2,2,0,0,1,0,0,1,0,0,0.153846154,10.18216603,6.113068053,4.657997202,3.449884411,2.311620813,5.233415242,3.741881124,2.434645943,1.470231757,-1.68,11.79517782,5.099916753,2.91207827
Row33,Non-binders,0.16794,47.9294,76.31437762,71.84,183.215,2,4,2,6,13,26,0,0,1,1,0,0,1,0,0,0,0,0,0.571428571,7.956995858,4.082818306,2.601095018,1.537338786,0.931762404,4.082818306,2.601095018,1.537338786,0.931762404,-1.59,9.497642419,3.881724413,2.17237674
Row34,Non-binders,2.0481,59.4345,89.93039214,43.37,220.249,0,4,0,4,15,23,0,0,2,2,0,0,1,0,0,1,0,0,0.090909091,8.836241089,5.150066136,3.991681324,2.966273931,2.183636617,4.333569555,2.976939961,2.056534322,1.335492535,-1.68,9.85915296,3.823456507,1.75795888
Row35,Non-binders,4.01962,78.1234,109.8547373,44.47,247.301,2,1,0,3,19,32,0,0,4,4,0,0,2,0,0,2,0,0,0.0625,10.56601575,6.351914134,4.773143037,3.519750827,2.652992588,6.351914134,4.773143037,3.519750827,2.652992588,-2.55,10.37967268,3.719577224,1.480449136
Row36,Non-binders,1.6651,55.3719,84.31792116,65.21,208.242,1,5,0,5,14,22,0,0,2,2,0,0,2,0,0,0,0,0,0.111111111,8.297856125,4.756997969,3.760476231,3.038062678,2.223392676,3.940501388,2.708277389,1.902123002,1.215382329,-1.62,8.955564001,3.264595846,1.218249222
Row37,Non-binders,1.2363,66.1631,97.5305839,77.75,231.255,3,3,0,5,17,30,1,1,2,2,0,0,1,0,0,1,0,0,0.166666667,9.357948465,5.300982701,3.762307566,2.490869117,1.575310689,5.300982701,3.762307566,2.490869117,1.575310689,-2.3,11.1933263,4.69254603,2.630690569
Row38,Non-binders,1.8291,62.322,94.80364857,36.28,220.272,0,4,0,4,16,32,0,0,2,2,0,0,1,0,0,1,0,0,0.416666667,9.641645192,5.285405467,3.594195444,2.52606173,1.796761595,5.285405467,3.594195444,2.52606173,1.796761595,-1.39,11.10607649,5.094860705,2.076556779
Row39,Non-binders,1.74094,64.0118,99.85727839,57.61,233.267,1,2,1,4,17,32,1,1,2,1,1,1,0,1,1,1,0,0,0.384615385,9.934538411,5.592055428,4.533570082,3.129709181,2.116052251,5.592055428,4.533570082,3.129709181,2.116052251,-1.84,11.63973238,4.201275602,2.156430696
Row40,Non-binders,1.5087,60.0324,97.95796289,67.43,240.234,2,3,2,6,17,30,1,0,1,1,0,0,0,0,0,1,0,0,0.272727273,9.48946069,4.94165377,3.323155566,2.024395802,1.153321784,4.94165377,3.323155566,2.024395802,1.153321784,-2.11,12.95715917,5.833625081,3.747782419
Row41,Non-binders,1.2478,51.89,83.06252005,55.97,203.23,0,6,0,6,14,19,0,0,3,3,0,0,3,0,0,0,0,0,0,7.847564195,4.822377759,3.662969677,2.757274527,1.975546778,4.005881179,2.706998829,1.795290685,1.165762758,-1.82,7.571439104,2.845083623,1.080316882
Row42,Non-binders,0.7074,57.2115,87.15642534,36.44,211.29,0,5,0,5,14,27,0,0,2,1,1,1,1,1,1,0,0,0,0.555555556,8.957761611,5.455334546,4.494056328,3.384837349,2.256798274,4.638837965,3.45337929,2.401318458,1.4753751,-0.94,9.608755688,4.060801578,1.933569747
Row43,Non-binders,2.01001,63.9987,94.91281412,50.68,239.325,1,5,0,6,15,24,0,0,2,2,0,0,2,0,0,0,0,0,0.222222222,9.743729056,5.56839299,4.715506235,3.391947777,2.601767072,4.343648119,3.071318761,1.954460538,1.35409278,-1.27,10.25467382,3.709411169,1.65820427
Row44,Non-binders,2.008,59.1608,94.09744472,54.37,218.252,1,2,0,3,16,30,2,2,2,1,1,1,0,0,0,1,1,1,0.384615385,9.142025354,5.40434601,4.330531318,3.658450236,2.573725276,5.40434601,4.330531318,3.658450236,2.573725276,-1.64,10.86387912,3.740224948,1.351041916
Row45,Non-binders,2.90052,50.453,84.34328009,17.82,214.19,0,2,0,5,15,24,0,0,2,2,0,0,1,0,0,1,0,0,0.3,8.260371418,4.396621368,3.419286582,2.431760164,1.49658015,4.396621368,3.419286582,2.431760164,1.49658015,-1.52,10.01340863,2.983336052,1.577183381
Row46,Non-binders,4.0067,70.925,102.6655533,17.82,228.339,0,2,0,2,17,37,0,0,3,2,1,1,1,0,0,1,1,1,0.533333333,10.30827627,6.831934282,5.219389124,4.030361684,2.985958326,6.831934282,5.219389124,4.030361684,2.985958326,-1.31,10.81959163,4.905672715,2.355594663
Row47,Non-binders,1.2687,57.4826,95.73712672,92.42,232.195,2,4,0,6,17,25,0,0,2,2,0,0,1,0,0,1,0,0,0,8.569452578,4.710233108,3.281805164,2.167958585,1.401379946,4.710233108,3.281805164,2.167958585,1.401379946,-2.63,10.87356231,4.088263112,2.00375419
Row48,Non-binders,1.3889,64.3204,99.80234429,73.8,242.348,1,5,1,6,16,34,0,0,1,1,0,0,1,0,0,0,0,0,0.7,10.75065483,6.385887921,4.844598195,3.041682967,2.11394153,5.400289361,3.902099554,2.052592518,1.403369966,-1.04,13.02684492,5.88537781,3.229191
Row49,Non-binders,2.88847,61.9091,92.76599855,49.87,237.155,2,2,0,5,13,23,0,0,1,1,0,0,0,0,0,1,0,0,0.125,9.177241289,4.764923343,3.668712258,2.476085042,1.615467256,3.401360311,2.244335456,1.341011283,0.770953378,-0.38,12.62,6.131410825,4.407519202
Row50,Non-binders,3.77574,72.291,105.6731159,36.68,242.347,0,3,0,3,17,31,0,0,2,2,0,0,1,0,0,1,0,0,0.285714286,11.05832965,6.490805495,5.100438485,3.88931145,2.462013567,5.505206935,4.136389884,2.929175057,1.818312057,-1.53,11.94098568,4.766257958,2.271998039
Row51,Non-binders,2.24392,62.1872,98.37358673,64.36,232.239,1,4,1,5,17,29,0,0,2,2,0,0,1,0,0,1,0,0,0.166666667,9.558709813,5.075519184,3.50542826,2.221773833,1.356196318,5.075519184,3.50542826,2.221773833,1.356196318,-2.3,11.1933263,4.69254603,2.630690569
Row52,Non-binders,1.2289,45.6568,74.83265472,59.15,176.175,1,4,0,4,13,21,0,0,2,2,0,0,2,0,0,0,0,0,0.111111111,6.843747204,3.877917377,2.55155679,1.642114114,1.022487391,3.877917377,2.55155679,1.642114114,1.022487391,-1.68,7.942997133,3.365667532,1.571635931
Row53,Non-binders,1.5176,54.858,88.39872877,38.77,207.229,0,3,1,4,15,28,0,0,2,1,1,1,0,1,1,1,0,0,0.363636364,8.387136938,4.956468637,3.280442716,2.217649282,1.399829122,4.956468637,3.280442716,2.217649282,1.399829122,-1.55,9.984476359,4.794988653,2.697548375
Row54,Non-binders,1.25,63.0142,99.10765756,56.04,228.251,1,2,1,4,17,29,0,0,2,2,0,0,1,0,0,1,0,0,0.076923077,9.16696938,5.26490343,3.620795006,2.333182611,1.469255578,5.26490343,3.620795006,2.333182611,1.469255578,-2.36,11.13515636,5.115512289,3.043959879
Row55,Non-binders,2.3127,65.824,101.9719257,60.26,244.279,0,6,0,6,17,25,0,0,3,2,0,1,1,0,1,1,0,0,0.090909091,9.80859889,6.18052686,4.095166643,2.871265886,1.851623957,4.955781989,3.321769981,2.333180763,1.554951031,-1.95,10.21975258,4.136825351,1.759609044
Row56,Non-binders,0.263,58.2308,99.03717465,66.84,237.255,1,3,1,5,17,32,4,4,3,0,2,3,0,2,3,0,0,0,0.666666667,9.627243752,5.976437867,4.998023192,3.957408425,3.319368711,5.976437867,4.998023192,3.957408425,3.319368711,-1.36,10.77262992,3.320655254,1.22819052
Row57,Non-binders,1.4373,56.0133,91.13269955,57.61,225.269,1,3,1,5,15,26,1,1,2,1,1,1,1,1,1,0,0,0,0.4,8.866390064,5.651632985,4.419806458,3.388538029,2.487262767,4.771980174,3.472112265,2.530683342,1.808312784,-1.36,10.16778524,4.020070308,1.873071054
Row58,Non-binders,2.65522,66.9044,98.89677085,48.14,234.324,1,4,0,4,16,30,0,0,2,2,0,0,1,0,0,1,0,0,0.25,9.958521935,6.011762957,4.47827601,2.940130353,1.942706677,5.132110146,3.588595042,2.217424189,1.345407971,-1.55,10.95104209,4.985105601,2.968210046
Row59,Non-binders,2.5953,66.825,101.4992003,30.71,227.311,0,3,0,3,17,34,0,0,3,2,0,1,1,0,1,1,0,0,0.428571429,9.97103282,6.381998731,4.657128921,3.391172976,2.454473788,6.381998731,4.657128921,3.391172976,2.454473788,-1.64,10.50995009,4.697012104,2.230690272
Row60,Non-binders,2.9697,56.0616,89.38375393,78.07,221.241,2,6,0,6,15,22,0,0,2,2,0,0,1,0,0,1,0,0,0,8.347564195,4.9670793,3.560712161,2.27723873,1.411439423,4.087426489,2.687696002,1.621562418,0.95832577,-1.95,9.59913185,4.054353786,2.290747973
Row61,Non-binders,2.308,67.5575,100.3811073,61.69,232.283,2,2,0,4,17,33,0,0,2,1,0,1,0,0,1,1,0,0,0.384615385,9.647610464,5.855575948,4.107853647,2.784350665,1.929578963,5.855575948,4.107853647,2.784350665,1.929578963,-1.84,11.63973238,5.47701216,3.307570651
Row62,Non-binders,1.3292,57.9538,86.4520092,35.83,206.27,1,4,0,4,14,24,1,1,3,1,0,2,0,0,2,1,0,0,0.3,8.367350566,5.430066537,4.466576801,3.516014357,2.817239264,4.613569956,3.457477878,2.418819999,1.768967988,-1,8.32,3,1.144640999
Row63,Non-binders,1.46532,52.8537,81.16496185,54.88,197.263,1,4,1,5,13,24,0,0,1,1,0,0,1,0,0,0,0,0,0.375,8.604770622,5.013018913,3.383005308,1.955099694,1.323745587,3.788274041,2.556480571,1.327685025,0.85758323,-1.1,9.984033613,4.225738697,3.022964882
Row64,Non-binders,2.8782,61.6577,91.66241921,42.24,223.659,1,3,0,4,15,25,0,0,2,2,0,0,1,0,0,1,0,0,0.181818182,8.966897858,5.055363458,3.561841684,2.38764878,1.682437329,4.677398985,3.154641557,2.074939771,1.437225859,-1.48,10.05199159,3.945977224,1.970102259
Row65,Non-binders,2.3959,74.269,107.4926518,47.26,247.257,0,4,0,4,19,28,0,0,4,4,0,0,2,0,0,2,0,0,0,9.9460415,6.000125899,4.401335166,3.267788343,2.338314194,6.000125899,4.401335166,3.267788343,2.338314194,-2.75,10.19838927,3.619493754,1.367335376
Row66,Non-binders,1.57372,63.3504,103.1767261,83.08,248.242,0,6,0,7,18,30,0,0,2,2,0,0,1,0,0,1,0,0,0.272727273,9.814564162,5.368611646,3.735304269,2.355667282,1.489465731,5.368611646,3.735304269,2.355667282,1.489465731,-2.44,12.02850568,5.260203712,2.816310549
Row67,Non-binders,1.221,58.9327,90.6398871,66.96,223.257,1,5,1,6,15,24,1,1,2,1,1,1,1,1,1,0,0,0,0.222222222,8.822419989,5.255277795,4.243979438,2.739086057,1.763603398,4.375624984,2.914472066,1.764484375,1.008950466,-1.56,9.97483322,4.308041796,2.467778425
Row68,Non-binders,4.32902,76.7287,107.2562959,12.03,243.375,1,2,0,2,17,34,0,0,2,2,0,0,0,0,0,2,0,0,0.2,11.05065381,6.936958498,4.947306302,3.450827662,2.027172373,5.712213627,4.06765349,2.707257615,1.618924083,-1.41,12.0576848,5.780812998,3.531556676
Row69,Non-binders,-0.2574,46.7766,77.39943798,74.68,207.251,1,3,0,6,13,26,0,0,1,0,1,1,0,1,1,0,0,0,0.857142857,8.249694328,5.937825619,5.256988723,3.575365692,2.308503277,4.089514,3.274550745,2.27218252,1.434393997,-0.62,10.46077544,3.629492932,2.665878753
Row70,Non-binders,1.68832,53.2101,85.12332511,84.71,204.189,1,4,0,6,15,23,0,0,2,2,0,0,1,0,0,1,0,0,0.111111111,7.967538444,4.304549565,3.109213305,1.922815636,1.248164356,4.304549565,3.109213305,1.922815636,1.248164356,-2.24,9.320269064,3.487048468,1.827282422
Row71,Non-binders,4.34009,72.7537,106.0949654,28.68,244.363,1,2,0,3,17,33,0,0,3,2,1,1,1,0,0,1,1,1,0.428571429,10.59424372,6.742108016,5.194412353,3.945279735,2.95988728,6.333859725,4.807714022,3.634079439,2.683541122,-1.22,10.90416347,4.570568952,2.115518615
Row72,Non-binders,2.74014,65.8475,104.2083891,47.78,249.701,0,4,0,5,17,29,0,0,2,2,0,0,1,0,0,1,0,0,0.25,10.6158333,5.57992512,4.353515335,2.862155397,1.98207434,5.201960647,3.946315208,2.559422081,1.666923077,-1.68,11.79517782,4.295604874,2.080758749
Row73,Non-binders,2.9017,68.125,100.1076787,34.89,228.295,0,3,0,3,17,33,0,0,3,2,1,1,1,0,0,1,1,1,0.428571429,9.802311003,6.31978126,4.765975157,3.658277272,2.702302767,6.31978126,4.765975157,3.658277272,2.702302767,-1.64,10.50995009,4.319294221,1.858168404
Row74,Non-binders,2.47812,65.6772,98.1547192,41.99,232.308,1,3,1,4,16,28,0,0,2,2,0,0,1,0,0,1,0,0,0.166666667,9.966958103,5.830859297,4.341151036,3.153762961,2.141047484,4.951206486,3.483048184,2.262401707,1.334826054,-1.68,10.82515035,4.447861339,2.11515487
Row75,Non-binders,1.0696,64.231,95.72495372,48.3,237.28,0,5,0,5,16,27,0,0,2,2,0,0,1,0,0,1,0,0,0.272727273,9.620317977,5.670708218,4.30691022,3.270208755,2.369637007,4.854211637,3.313718816,2.299292622,1.485200938,-1.46,11.03823679,4.589045243,1.913763081
Row76,Non-binders,0.4847,51.7625,83.65047327,74.6,214.242,2,3,0,5,14,24,1,1,1,1,0,0,0,0,0,1,0,0,0.222222222,8.159283282,5.299706818,4.113683713,3.039356705,2.051441749,3.980774925,2.574564956,1.639433129,1.034724932,-1.2,10.878125,4.876530612,2.397448225
Row77,Non-binders,2.1468,64.3707,98.48686991,55.63,237.332,1,6,0,6,16,31,0,0,2,2,0,0,2,0,0,0,0,0,0.5,10.07407719,6.302475942,4.544349729,3.132590809,2.013646665,5.422823131,3.512104547,2.256203444,1.369082402,-1.43,11.06730865,5.598462219,2.787351138
Row78,Non-binders,-0.5449,45.2849,71.77993689,71.08,173.216,2,4,0,5,12,27,0,0,1,0,1,1,0,1,1,0,0,0,0.857142857,7.069880033,4.09186889,2.795350695,1.916322689,1.147434209,4.09186889,2.795350695,1.916322689,1.147434209,-0.81,9.279365505,4.946700489,3.061389047
Row79,Non-binders,1.39212,61.8669,95.31203716,74.85,235.268,2,4,1,6,16,25,0,0,2,2,0,0,1,0,0,1,0,0,0.1,9.297856125,5.401573962,4.041328843,2.63570647,1.659468756,4.585077381,3.246382222,1.97232564,1.157556782,-1.95,10.56390161,4.276420523,2.34474783
Row80,Non-binders,1.6644,63.4167,98.49699875,67.76,232.239,1,4,1,5,17,29,0,0,2,1,0,1,0,0,1,1,0,0,0.25,9.395573106,5.209398153,3.673042562,2.397383294,1.607250364,5.209398153,3.673042562,2.397383294,1.607250364,-2.17,11.31940715,4.777140577,2.688749385
Row81,Non-binders,2.67634,59.6554,83.97740416,30.95,186.258,1,2,0,2,14,28,0,0,2,2,0,0,1,0,0,1,0,0,0.166666667,8.48866548,4.6975294,3.510322009,2.448807817,1.739597544,4.6975294,3.510322009,2.448807817,1.739597544,-1.7,8.878890836,3.218387071,1.287928118
Row82,Non-binders,4.3436,80.2097,110.9744575,24.39,244.297,1,2,0,2,19,31,0,0,4,3,0,1,0,0,1,3,0,0,0,10.29806656,6.34593107,4.632259793,3.406609565,2.545855479,6.34593107,4.632259793,3.406609565,2.545855479,-2.61,10.32524998,3.953934063,1.610678721
Row83,Non-binders,0.1009,59.9067,95.80292087,91.54,228.211,1,5,0,6,17,25,0,0,2,2,0,0,2,0,0,0,0,0,0.090909091,8.967538444,4.817173239,3.421024066,2.182985811,1.38367652,4.817173239,3.421024066,2.182985811,1.38367652,-2.68,10.82515035,4.058235634,1.985496595
Row84,Non-binders,2.87522,66.826,100.3786855,31.35,229.279,0,3,0,3,17,32,1,1,3,2,0,1,1,0,1,1,0,0,0.357142857,10.28021803,5.832581323,4.493923895,3.264492572,2.452968434,5.832581323,4.493923895,3.264492572,2.452968434,-1.77,10.3881724,3.620162016,1.45629453
Row85,Non-binders,2.24992,60.8641,92.34802369,63.83,218.235,2,4,0,5,16,27,0,0,2,2,0,0,1,0,0,1,0,0,0.090909091,8.736493279,4.770802036,3.384658068,1.988139505,1.336646057,4.770802036,3.384658068,1.988139505,1.336646057,-2.17,10.35125937,4.138258404,2.443394394
Row86,Non-binders,2.6333,72.1328,104.7019456,64.4,245.713,2,3,0,4,17,29,0,0,2,2,0,0,0,0,0,2,0,0,0,9.854609706,5.486145006,4.01173982,2.681883276,1.801284547,5.108180533,3.57530404,2.446786173,1.629181523,-2,11.484375,4.888429752,2.397146254
Row87,Non-binders,-0.1506,50.1322,81.2498726,79.51,196.21,2,5,1,6,14,26,0,0,1,1,0,0,1,0,0,0,0,0,0.375,7.627824093,4.236908219,2.689660372,1.626501208,0.990302201,4.236908219,2.689660372,1.626501208,0.990302201,-1.85,10.23230453,5.737121827,3.702396824
Row88,Non-binders,1.8127,60.5977,94.5536994,47.56,221.256,1,3,1,4,16,31,1,1,2,1,1,1,0,1,1,1,0,0,0.416666667,9.232816561,5.359164606,3.722867913,2.559395055,1.708014307,5.359164606,3.722867913,2.559395055,1.708014307,-1.55,10.95104209,4.985105601,2.520024433
Row89,Non-binders,2.25,63.51,96.57579674,55.99,224.219,0,4,0,4,17,25,0,0,3,3,0,0,2,0,0,1,0,0,0,8.829725925,5.147351016,3.565324972,2.443820008,1.631492214,5.147351016,3.565324972,2.443820008,1.631492214,-2.49,9.715920755,3.825293039,1.693448748
